"Feature","ORF","Age","ProtExp","TranExp","ProtTranRatio","AvgLife","Slope","GroupRank"
"MRI1","YPR118W",7.8,76.79711018,77.60056579,0.989646266082978,23.2,-0.979353983914333,1
"MRI1","YPR118W",10.7,76.72573101,77.38362273,0.991498308081344,23.2,-0.979353983914333,1
"MRI1","YPR118W",14,76.29165833,77.08078499,0.989762342714824,23.2,-0.979353983914333,1
"MRI1","YPR118W",17.8,75.38330283,76.95615863,0.979561664355387,23.2,-0.979353983914333,1
"MRI1","YPR118W",22,73.57579262,76.30518326,0.964230599765419,23.2,-0.979353983914333,1
"MRI1","YPR118W",26.8,70.36959363,77.54163736,0.907507192597667,23.2,-0.979353983914333,1
"MRI1","YPR118W",32.2,67.45067924,78.65139954,0.857590324323427,23.2,-0.979353983914333,1
"MRI1","YPR118W",38.4,64.6189299,78.63189179,0.821790350314551,23.2,-0.979353983914333,1
"MRI1","YPR118W",45.4,62.38138662,79.03739971,0.789264156575072,23.2,-0.979353983914333,1
"MRI1","YPR118W",53.3,60.49733434,79.72891407,0.758787888254503,23.2,-0.979353983914333,1
"MRI1","YPR118W",62.2,58.95565633,80.44311253,0.732886315258045,23.2,-0.979353983914333,1
"MRI1","YPR118W",72.3,57.73691441,81.33308546,0.709882258658382,23.2,-0.979353983914333,1
"LHS1","YKL073W",7.8,55.16353866,18.80473454,2.93349201727152,32.6,-0.979194901867438,1
"LHS1","YKL073W",10.7,54.82929943,18.76405583,2.92203881328997,32.6,-0.979194901867438,1
"LHS1","YKL073W",14,54.37625305,18.67901322,2.91108809708311,32.6,-0.979194901867438,1
"LHS1","YKL073W",17.8,53.60711824,18.64323736,2.87541896317947,32.6,-0.979194901867438,1
"LHS1","YKL073W",22,52.00405408,18.41942782,2.82332625031563,32.6,-0.979194901867438,1
"LHS1","YKL073W",26.8,52.44310693,18.80674134,2.78852704899274,32.6,-0.979194901867438,1
"LHS1","YKL073W",32.2,52.29706962,19.24034676,2.71809392379163,32.6,-0.979194901867438,1
"LHS1","YKL073W",38.4,51.52558007,19.61362033,2.62703056361242,32.6,-0.979194901867438,1
"LHS1","YKL073W",45.4,47.75888936,19.82837116,2.40861384803733,32.6,-0.979194901867438,1
"LHS1","YKL073W",53.3,43.3570344,19.87794281,2.18116305165082,32.6,-0.979194901867438,1
"LHS1","YKL073W",62.2,39.55743253,19.76171599,2.00172052619404,32.6,-0.979194901867438,1
"LHS1","YKL073W",72.3,37.71698352,19.51061722,1.93315173449956,32.6,-0.979194901867438,1
"NUP2","YLR335W",7.8,184.2507963,63.25567883,2.91279454600709,28.2,-0.978499472484046,1
"NUP2","YLR335W",10.7,172.4603617,63.09779887,2.73322310426896,28.2,-0.978499472484046,1
"NUP2","YLR335W",14,159.0126672,62.70254427,2.53598428981262,28.2,-0.978499472484046,1
"NUP2","YLR335W",17.8,140.5123047,62.15180893,2.26079187587694,28.2,-0.978499472484046,1
"NUP2","YLR335W",22,113.3227665,60.95875382,1.85900726964697,28.2,-0.978499472484046,1
"NUP2","YLR335W",26.8,113.3551319,60.26310732,1.88100376733113,28.2,-0.978499472484046,1
"NUP2","YLR335W",32.2,111.5607274,59.55420896,1.87326352491611,28.2,-0.978499472484046,1
"NUP2","YLR335W",38.4,107.8657803,58.64897362,1.83917592486591,28.2,-0.978499472484046,1
"NUP2","YLR335W",45.4,79.90884475,59.65201877,1.33958324290925,28.2,-0.978499472484046,1
"NUP2","YLR335W",53.3,54.37063671,60.8323435,0.893778434000327,28.2,-0.978499472484046,1
"NUP2","YLR335W",62.2,34.33907481,62.67130679,0.547923389009007,28.2,-0.978499472484046,1
"NUP2","YLR335W",72.3,28.55326879,65.21193396,0.437853427372881,28.2,-0.978499472484046,1
"ARO8","YGL202W",7.8,1846.03578,623.2299445,2.96204602537354,26.1363636363636,-0.977448053987599,1
"ARO8","YGL202W",10.7,1856.711503,619.6168855,2.99654761910132,26.1363636363636,-0.977448053987599,1
"ARO8","YGL202W",14,1854.641785,614.9298878,3.01602153643117,26.1363636363636,-0.977448053987599,1
"ARO8","YGL202W",17.8,1834.811821,609.2661407,3.01151122380105,26.1363636363636,-0.977448053987599,1
"ARO8","YGL202W",22,1771.249936,600.5445406,2.94940644074519,26.1363636363636,-0.977448053987599,1
"ARO8","YGL202W",26.8,1710.549585,594.1078626,2.87919028291278,26.1363636363636,-0.977448053987599,1
"ARO8","YGL202W",32.2,1614.305158,588.8358027,2.74152004786036,26.1363636363636,-0.977448053987599,1
"ARO8","YGL202W",38.4,1510.762622,585.4893298,2.5803418527133,26.1363636363636,-0.977448053987599,1
"ARO8","YGL202W",45.4,1443.857017,584.9967019,2.46814556784769,26.1363636363636,-0.977448053987599,1
"ARO8","YGL202W",53.3,1376.31419,587.4214128,2.34297586027664,26.1363636363636,-0.977448053987599,1
"ARO8","YGL202W",62.2,1329.881732,593.8326423,2.23948910394884,26.1363636363636,-0.977448053987599,1
"ARO8","YGL202W",72.3,1321.809078,604.9440417,2.18501049169024,26.1363636363636,-0.977448053987599,1
"PBP4","YDL053C",7.8,124.4582271,130.0230134,0.957201527987352,22.6,-0.977402136508388,1
"PBP4","YDL053C",10.7,125.3233279,130.5626724,0.959871038148266,22.6,-0.977402136508388,1
"PBP4","YDL053C",14,123.7642225,131.530662,0.940953391536948,22.6,-0.977402136508388,1
"PBP4","YDL053C",17.8,119.5318971,132.5390374,0.901861817052853,22.6,-0.977402136508388,1
"PBP4","YDL053C",22,110.0837447,135.4068811,0.812984863145186,22.6,-0.977402136508388,1
"PBP4","YDL053C",26.8,89.04469287,135.161624,0.658801590531348,22.6,-0.977402136508388,1
"PBP4","YDL053C",32.2,75.71936347,133.2265875,0.5683502436779,22.6,-0.977402136508388,1
"PBP4","YDL053C",38.4,64.23506535,126.5551865,0.507565648840476,22.6,-0.977402136508388,1
"PBP4","YDL053C",45.4,64.1685293,124.414778,0.515762920864594,22.6,-0.977402136508388,1
"PBP4","YDL053C",53.3,54.21084216,122.987119,0.440784714698455,22.6,-0.977402136508388,1
"PBP4","YDL053C",62.2,41.71492142,122.131601,0.341557148833249,22.6,-0.977402136508388,1
"PBP4","YDL053C",72.3,25.03871341,121.56512,0.205969552861874,22.6,-0.977402136508388,1
"BRE1","YDL074C",7.8,3.406781947,43.2446593,0.0787792527943445,17.6,-0.97737025566159,1
"BRE1","YDL074C",10.7,3.268901312,42.79250529,0.0763895754606332,17.6,-0.97737025566159,1
"BRE1","YDL074C",14,3.071242902,42.01041524,0.0731067018608217,17.6,-0.97737025566159,1
"BRE1","YDL074C",17.8,2.742222182,40.97987381,0.0669163159143461,17.6,-0.97737025566159,1
"BRE1","YDL074C",22,2.124413817,39.09460505,0.0543403319788749,17.6,-0.97737025566159,1
"BRE1","YDL074C",26.8,1.96059264,37.76838511,0.0519109470603468,17.6,-0.97737025566159,1
"BRE1","YDL074C",32.2,1.971746121,36.89743258,0.053438572364755,17.6,-0.97737025566159,1
"BRE1","YDL074C",38.4,2.007595561,37.38591965,0.0536992423830879,17.6,-0.97737025566159,1
"BRE1","YDL074C",45.4,1.694972464,38.10902488,0.0444769308408502,17.6,-0.97737025566159,1
"BRE1","YDL074C",53.3,1.366252302,38.42250637,0.0355586459884553,17.6,-0.97737025566159,1
"BRE1","YDL074C",62.2,1.019550145,38.92744669,0.0261910356751426,17.6,-0.97737025566159,1
"BRE1","YDL074C",72.3,0.703184959,39.62076541,0.0177478893131762,17.6,-0.97737025566159,1
"REE1","YJL217W",7.8,43.4954097,45.02168923,0.966099016804928,26.4,-0.97730440635211,1
"REE1","YJL217W",10.7,43.92342192,46.39865705,0.946652871281756,26.4,-0.97730440635211,1
"REE1","YJL217W",14,44.08839812,48.19571356,0.914778407941057,26.4,-0.97730440635211,1
"REE1","YJL217W",17.8,44.02944721,50.44561914,0.872810126243204,26.4,-0.97730440635211,1
"REE1","YJL217W",22,43.59193583,53.45880303,0.815430450351406,26.4,-0.97730440635211,1
"REE1","YJL217W",26.8,40.42038558,56.82787049,0.71127749872508,26.4,-0.97730440635211,1
"REE1","YJL217W",32.2,38.49719942,59.73034274,0.64451663349019,26.4,-0.97730440635211,1
"REE1","YJL217W",38.4,36.89065654,61.57192508,0.59914736289418,26.4,-0.97730440635211,1
"REE1","YJL217W",45.4,36.01875312,57.67963161,0.624462260153468,26.4,-0.97730440635211,1
"REE1","YJL217W",53.3,36.84314191,66.34002946,0.555368187350817,26.4,-0.97730440635211,1
"REE1","YJL217W",62.2,40.93343472,87.34271208,0.468653122226245,26.4,-0.97730440635211,1
"REE1","YJL217W",72.3,49.93705339,130.5358198,0.382554408946992,26.4,-0.97730440635211,1
"UTR4","YEL038W",7.8,68.94373635,68.46127208,1.00704725833076,16.6,-0.975511489616113,1
"UTR4","YEL038W",10.7,68.67424598,68.20535462,1.006874700126,16.6,-0.975511489616113,1
"UTR4","YEL038W",14,67.18899011,68.34660059,0.983062647300569,16.6,-0.975511489616113,1
"UTR4","YEL038W",17.8,64.05152327,68.74960239,0.931663908492897,16.6,-0.975511489616113,1
"UTR4","YEL038W",22,57.9148823,70.26633562,0.824219475641983,16.6,-0.975511489616113,1
"UTR4","YEL038W",26.8,47.16430762,70.88162469,0.665395408560012,16.6,-0.975511489616113,1
"UTR4","YEL038W",32.2,38.77143053,71.92536917,0.539050838075803,16.6,-0.975511489616113,1
"UTR4","YEL038W",38.4,31.62849241,73.75126901,0.428853534787469,16.6,-0.975511489616113,1
"UTR4","YEL038W",45.4,29.03696413,74.26423667,0.390995254674581,16.6,-0.975511489616113,1
"UTR4","YEL038W",53.3,24.85147376,82.26060203,0.302106636065425,16.6,-0.975511489616113,1
"UTR4","YEL038W",62.2,21.42336045,97.91937182,0.218785721883321,16.6,-0.975511489616113,1
"UTR4","YEL038W",72.3,18.17542915,125.8325394,0.144441407895484,16.6,-0.975511489616113,1
"PSP2","YML017W",7.8,90.59130002,19.74499124,4.5880648372473,31.3714285714286,-0.9748844309591,1
"PSP2","YML017W",10.7,89.12916766,19.2117424,4.63930682622519,31.3714285714286,-0.9748844309591,1
"PSP2","YML017W",14,86.50854167,18.68251834,4.63045399424455,31.3714285714286,-0.9748844309591,1
"PSP2","YML017W",17.8,81.67232725,18.14311975,4.50155917920346,31.3714285714286,-0.9748844309591,1
"PSP2","YML017W",22,72.18617383,17.63051135,4.09438911878186,31.3714285714286,-0.9748844309591,1
"PSP2","YML017W",26.8,66.63188905,17.13895822,3.88774441215716,31.3714285714286,-0.9748844309591,1
"PSP2","YML017W",32.2,64.97943207,17.09490115,3.80110019355099,31.3714285714286,-0.9748844309591,1
"PSP2","YML017W",38.4,64.38840731,18.41011072,3.49744812995888,31.3714285714286,-0.9748844309591,1
"PSP2","YML017W",45.4,60.10695111,17.97388128,3.34412752446977,31.3714285714286,-0.9748844309591,1
"PSP2","YML017W",53.3,52.35563286,17.32169585,3.02254659782633,31.3714285714286,-0.9748844309591,1
"PSP2","YML017W",62.2,45.84528151,16.32825575,2.80772681491102,31.3714285714286,-0.9748844309591,1
"PSP2","YML017W",72.3,42.76227033,14.91133179,2.86777002431652,31.3714285714286,-0.9748844309591,1
"MET22","YOL064C",7.8,181.4829332,116.5459443,1.55717931061459,33.4,-0.973021640587102,1
"MET22","YOL064C",10.7,180.9638964,113.9349964,1.58830826451845,33.4,-0.973021640587102,1
"MET22","YOL064C",14,178.7917025,110.9518693,1.61143479265383,33.4,-0.973021640587102,1
"MET22","YOL064C",17.8,174.2961311,107.9655896,1.61436742711958,33.4,-0.973021640587102,1
"MET22","YOL064C",22,164.4916748,104.0090371,1.58151329332901,33.4,-0.973021640587102,1
"MET22","YOL064C",26.8,153.1529716,102.9045528,1.488301221207,33.4,-0.973021640587102,1
"MET22","YOL064C",32.2,144.8763946,102.7473429,1.41002570490803,33.4,-0.973021640587102,1
"MET22","YOL064C",38.4,138.4922612,103.2055828,1.34190668220324,33.4,-0.973021640587102,1
"MET22","YOL064C",45.4,136.7578311,103.8502867,1.31687485365411,33.4,-0.973021640587102,1
"MET22","YOL064C",53.3,135.0123087,107.1988975,1.25945613106702,33.4,-0.973021640587102,1
"MET22","YOL064C",62.2,135.8257495,113.6618575,1.19499850246597,33.4,-0.973021640587102,1
"MET22","YOL064C",72.3,139.9220395,124.7921798,1.12124044731207,33.4,-0.973021640587102,1
"ADH6","YMR318C",7.8,378.8928984,227.7377085,1.66372490921941,27.2444444444444,-0.972749999897349,1
"ADH6","YMR318C",10.7,385.9594069,230.9733256,1.67101290115381,27.2444444444444,-0.972749999897349,1
"ADH6","YMR318C",14,393.4395588,234.4553608,1.67810007609773,27.2444444444444,-0.972749999897349,1
"ADH6","YMR318C",17.8,402.3036272,242.3507609,1.66000562864336,27.2444444444444,-0.972749999897349,1
"ADH6","YMR318C",22,411.1171005,246.3756418,1.66865968362949,27.2444444444444,-0.972749999897349,1
"ADH6","YMR318C",26.8,416.9034063,281.3425062,1.48183583039398,27.2444444444444,-0.972749999897349,1
"ADH6","YMR318C",32.2,422.1261818,311.6654893,1.35442067310081,27.2444444444444,-0.972749999897349,1
"ADH6","YMR318C",38.4,424.2317352,305.5815653,1.38827659575445,27.2444444444444,-0.972749999897349,1
"ADH6","YMR318C",45.4,418.4184714,330.48902,1.26605861641031,27.2444444444444,-0.972749999897349,1
"ADH6","YMR318C",53.3,398.5229374,349.1233695,1.14149602179524,27.2444444444444,-0.972749999897349,1
"ADH6","YMR318C",62.2,380.6541627,359.6924978,1.05827662525131,27.2444444444444,-0.972749999897349,1
"ADH6","YMR318C",72.3,372.6186115,356.5594727,1.04503915904518,27.2444444444444,-0.972749999897349,1
"CAN1","YEL063C",7.8,57.02064464,359.3388366,0.158682109564107,27.0813953488372,-0.967864515512274,1
"CAN1","YEL063C",10.7,56.4502167,356.8465168,0.158191866929833,27.0813953488372,-0.967864515512274,1
"CAN1","YEL063C",14,55.75827392,353.9559915,0.157528831998879,27.0813953488372,-0.967864515512274,1
"CAN1","YEL063C",17.8,54.86508962,350.8972786,0.156356554940805,27.0813953488372,-0.967864515512274,1
"CAN1","YEL063C",22,53.82949326,347.4152647,0.15494279822875,27.0813953488372,-0.967864515512274,1
"CAN1","YEL063C",26.8,52.51351007,345.77471,0.151872038501601,27.0813953488372,-0.967864515512274,1
"CAN1","YEL063C",32.2,51.53025476,342.3964644,0.150498793409854,27.0813953488372,-0.967864515512274,1
"CAN1","YEL063C",38.4,50.31501292,329.8527099,0.152537818880596,27.0813953488372,-0.967864515512274,1
"CAN1","YEL063C",45.4,48.14419284,329.6895612,0.146028866260628,27.0813953488372,-0.967864515512274,1
"CAN1","YEL063C",53.3,46.61514796,336.7165573,0.138440320053724,27.0813953488372,-0.967864515512274,1
"CAN1","YEL063C",62.2,46.25225055,352.1525133,0.131341531873713,27.0813953488372,-0.967864515512274,1
"CAN1","YEL063C",72.3,47.86399759,379.0482791,0.126274145614503,27.0813953488372,-0.967864515512274,1
"PUT1","YLR142W",7.8,18.6372753,157.940977,0.118001519643632,23.4,-0.965553751473316,1
"PUT1","YLR142W",10.7,18.46023031,165.6845725,0.111417919190998,23.4,-0.965553751473316,1
"PUT1","YLR142W",14,18.16120964,175.7267822,0.103349127620912,23.4,-0.965553751473316,1
"PUT1","YLR142W",17.8,17.66436855,186.1695617,0.0948832257469938,23.4,-0.965553751473316,1
"PUT1","YLR142W",22,16.74874343,204.1987566,0.0820217699112082,23.4,-0.965553751473316,1
"PUT1","YLR142W",26.8,16.05454814,204.7933985,0.0783938752791389,23.4,-0.965553751473316,1
"PUT1","YLR142W",32.2,15.81325889,204.4688631,0.0773382247558455,23.4,-0.965553751473316,1
"PUT1","YLR142W",38.4,15.66520273,209.4375088,0.0747965482389275,23.4,-0.965553751473316,1
"PUT1","YLR142W",45.4,15.47072362,220.4396525,0.0701812194155949,23.4,-0.965553751473316,1
"PUT1","YLR142W",53.3,15.09388323,247.3913903,0.0610121605755817,23.4,-0.965553751473316,1
"PUT1","YLR142W",62.2,15.02959573,292.6433524,0.0513580630031082,23.4,-0.965553751473316,1
"PUT1","YLR142W",72.3,15.54466404,364.4206459,0.0426558270363902,23.4,-0.965553751473316,1
"YJU3","YKL094W",7.8,37.65362174,99.33475182,0.379057893135228,23.8,-0.964409071929339,1
"YJU3","YKL094W",10.7,38.65761081,99.31851708,0.389228634765677,23.8,-0.964409071929339,1
"YJU3","YKL094W",14,39.29650602,100.8448118,0.389673056239468,23.8,-0.964409071929339,1
"YJU3","YKL094W",17.8,39.63093899,103.3731928,0.383377333296413,23.8,-0.964409071929339,1
"YJU3","YKL094W",22,39.08188303,111.1274801,0.351685136699145,23.8,-0.964409071929339,1
"YJU3","YKL094W",26.8,35.8071302,113.3191633,0.315984773953939,23.8,-0.964409071929339,1
"YJU3","YKL094W",32.2,33.59322758,116.993078,0.287138591054079,23.8,-0.964409071929339,1
"YJU3","YKL094W",38.4,31.87648867,125.3596527,0.254280288621125,23.8,-0.964409071929339,1
"YJU3","YKL094W",45.4,33.2204001,131.633266,0.252370856619177,23.8,-0.964409071929339,1
"YJU3","YKL094W",53.3,32.2804182,133.0801135,0.24256380123992,23.8,-0.964409071929339,1
"YJU3","YKL094W",62.2,29.21980227,129.1846722,0.226186294181733,23.8,-0.964409071929339,1
"YJU3","YKL094W",72.3,22.42836972,115.4361079,0.194292497625,23.8,-0.964409071929339,1
"DAL3","YIR032C",7.8,58.39875983,58.00126371,1.00685323206038,29,-0.962495493455498,1
"DAL3","YIR032C",10.7,56.51572621,58.48305155,0.966360761146021,29,-0.962495493455498,1
"DAL3","YIR032C",14,53.99409747,59.03141279,0.914667207137327,29,-0.962495493455498,1
"DAL3","YIR032C",17.8,50.39920565,59.61848568,0.845362056334605,29,-0.962495493455498,1
"DAL3","YIR032C",22,45.97611517,60.43863321,0.760707394064512,29,-0.962495493455498,1
"DAL3","YIR032C",26.8,39.38321134,60.96415129,0.646006062688517,29,-0.962495493455498,1
"DAL3","YIR032C",32.2,32.99832038,60.29229355,0.54730577387365,29,-0.962495493455498,1
"DAL3","YIR032C",38.4,27.36351516,55.58745048,0.492260661780939,29,-0.962495493455498,1
"DAL3","YIR032C",45.4,26.33446691,55.40922174,0.475272275679503,29,-0.962495493455498,1
"DAL3","YIR032C",53.3,26.53014776,59.21675263,0.448017606196113,29,-0.962495493455498,1
"DAL3","YIR032C",62.2,25.76930556,67.1756108,0.383611034616748,29,-0.962495493455498,1
"DAL3","YIR032C",72.3,21.6545838,81.22904725,0.266586701840209,29,-0.962495493455498,1
"TRP4","YDR354W",7.8,60.14931659,89.30300186,0.673541934058341,32.4,-0.962365913839843,1
"TRP4","YDR354W",10.7,59.49841966,87.06177267,0.683404642879528,32.4,-0.962365913839843,1
"TRP4","YDR354W",14,58.25825301,84.02487226,0.693345332673999,32.4,-0.962365913839843,1
"TRP4","YDR354W",17.8,56.04196193,80.57992201,0.695482950741069,32.4,-0.962365913839843,1
"TRP4","YDR354W",22,51.52756259,74.45908173,0.692025222347582,32.4,-0.962365913839843,1
"TRP4","YDR354W",26.8,48.86158349,71.9663883,0.67895005771743,32.4,-0.962365913839843,1
"TRP4","YDR354W",32.2,45.86544522,71.62537917,0.640351866216864,32.4,-0.962365913839843,1
"TRP4","YDR354W",38.4,43.41015952,76.35483434,0.568531906266722,32.4,-0.962365913839843,1
"TRP4","YDR354W",45.4,41.82331966,79.20393765,0.528045964644032,32.4,-0.962365913839843,1
"TRP4","YDR354W",53.3,38.36161576,81.04833455,0.473317755053117,32.4,-0.962365913839843,1
"TRP4","YDR354W",62.2,35.21500809,82.65007754,0.426073503354635,32.4,-0.962365913839843,1
"TRP4","YDR354W",72.3,33.09566537,83.43165968,0.396679935373905,32.4,-0.962365913839843,1
"SNO1","YMR095C",7.8,9.023470206,60.1259827,0.150076053659244,29.4,-0.961119283326556,1
"SNO1","YMR095C",10.7,8.929670995,60.67506153,0.14717201383611,29.4,-0.961119283326556,1
"SNO1","YMR095C",14,8.778276031,61.61530879,0.14246907470542,29.4,-0.961119283326556,1
"SNO1","YMR095C",17.8,8.543568021,62.77130071,0.136106276664089,29.4,-0.961119283326556,1
"SNO1","YMR095C",22,8.185801127,65.19364536,0.125561334725155,29.4,-0.961119283326556,1
